107   149      29     326.0	1E31	2
108   150      49     332.7	1E31	2
109   151      69     531.3	1E31	2
110   150      89     547.2	1E31	2
111   150     109     482.7	1E31	2
112   150     129      84.1	1E31	2
113   150     151	4.7	1E31	2
114   149     169     180.6	1E31	2
115   151     190    	0.	1E31	1
116   148     208     342.4	1E31	2
117   150     228     602.3	1E31	2
118   149     251     209.1 	1E31	2
119   149     271      79.4	1E31	2
120   148     291     104.1	1E31	2
121   168	8     446.0	1E31	2
122   171      29     189.9	1E31	2
123   169      49     280.4   	1E31	2
124   168      69     	0.	1E31	1
125   168      91     499.3	1E31	2
126   171     109     457.3	1E31	2
127   168     131     341.2	1E31	2
128   171     150	0.	1E31	2
129   171     171     208.3	1E31	2
130   169     191      99.7	1E31	1
131   170     210     636.6	1E31	2
132   170     230     173.1	1E31	2
133   169     249      17.0	1E31	2
134   168     271     283.1	1E31	2
135   168     290      30.9	1E31	1
136   190      11     348.5	1E31	2
137   191      28     222.4	1E31	2
138   191      48      59.1	1E31	2
139   190      69	0.	1E31 	1
140   190      89     326.0	1E31	2
141   188     111     325.1	1E31	2
142   191     129     114.7	1E31	2
143   189     149     481.6    	1E31	2
144   190     169     324.1	1E31	2
145   190     189      10.9	1E31	1
146   188     210     332.9	1E31	2
147   191     231     184.4	1E31	2
148   190     248     146.6	1E31	2
149   189     270      92.0	1E31	1
150   189     290       2.5	1E31	1
151   211      11     358.1	1E31	2
152   209      30     473.3	1E31	2
153   211      49     308.8	1E31	2
154   210      70     406.8	1E31	2
155   209      90     812.1	1E31	2
156   210     111     339.7	1E31	2
157   211     130     223.9	1E31	2
158   208     151     673.5	1E31	2
159   209     168     141.0	1E31	2
160   208     191      61.8	1E31	1
161   210     211     258.3	1E31	2
162   211     228     590.3	1E31	2
163   211     250     166.9	1E31	2
164   208     268     125.2	1E31	2
165   208     289      29.3	1E31	1
166   231      10     617.6	1E31	2
167   231      28     425.9	1E31	2
168   230      50     295.7	1E31	2
169   230      71     224.9	1E31 	2
170   229      91      31.7	1E31	1
171   229     110     377.4	1E31	2
172   230     131     333.3	1E31	2
173   228     148     351.0	1E31	2
174   229     169    	0.	1E31	1
175   231     191     137.6	1E31	2
176   231     208     451.2	1E31	2
177   229     228     639.5	1E31	2
178   231     249     119.9	1E31	2
179   231     268      27.2	1E31	1
180   230     291	2.1	1E31	1
181   249	9     167.7	1E31	2
182   250      30     147.8	1E31	2
183   249      48     442.7	1E31	2
184   251      69     487.7	1E31	2
185   251      91	0.	1E31	1
186   248     109      28.2	1E31	1
187   249     130	0.	1E31	1
188   248     150      18.3	1E31	1
189   250     169     266.3	1E31	2
190   250     190     502.3	1E31	2
191   251     208 	0.	1E31	2
192   251     229     240.9	1E31	2
193   249     251     234.4	1E31	2
194   248     270      22.4	1E31	1
195   250     291      45.6	1E31	1
196    40      71      76.2	 1.1	2
197    21      69     284.3   	 7.8	2
198    28      80     606.8    105.3	2
199    29      59     772.7   1512.7	2
200    41      81     269.5      9.8	2
201    18      80    1036.7    860.4	2
202    39      60     238.6     12.7	2
203    18      60     519.4    177.1	2
204    41      90     414.9     23.4	2
205    21      90     601.4    173.1	2
206    31     101     579.2    296.5	2
207    41     100     601.4    300.6	2
208    21     100     594.6    229.7	2
209    60       8     550.1    258.3	2
210    40      11      99.4      2.2	2
211    51      18     233.6     14.2	2
212    59      20      14.4	 0.1	2
213    41      21     115.9      3.1	2
214    59      90     506.2    126.9   	2
215    51     101     502.4     73.8	2
216    50      81     608.0    210.7	2
217    59     101     363.9     30.4	2
218    60      81     385.6     50.3	2
219    60     151    1521.1   3691.8	2
220    38     148     340.9     50.0	2
221    50     160     879.1    474.2	2
222    50     138     413.4     83.0	2
223    61     158     868.9    983.8	2
224    39     160     657.4    217.8	2
225    61     139     477.0     71.5	2
226    38     140     268.5     26.2	2
227    61     170     806.4    301.1	2
228    39     170     914.4   1548.5	2
229    49     179     811.5    234.9	2
230    58     179    1113.6   2154.7	2
231    39     181    1008.0   3637.4	2
232    60     191    1528.1   1930.9	2
233    40     190     970.9   1391.1	2
234    51     198    1109.0   1660.8	2
235    60     198    1203.9   1813.7	2
236    40     200     641.3    249.1	2
237    58     208     720.6   1160.1	2
238    38     209     665.3    547.8	2
239    50     221     543.3   1066.6	2
240    61     220     101.1     59.5	1
241    39     221     615.9    420.9	2
242    59     268     543.1   1714.2	2
243    41     271     868.8    828.7   	2
244    49     278     583.0   1788.8	2
245    51     260     670.7   3738.9	2
246    59     281     148.8    675.0	1
247    39     279     798.0   1182.1	2
248    59     258     194.9    983.3	1
249    38     260     635.2    766.6	2
250    78      28     781.6    565.4	2
251    60      29     238.6     12.7	2
252    70      41     472.0     84.9	2
253    70      21      58.1      0.3	2
254    78      41     600.3    124.6	2
255    61      41      64.9      0.8	2
256    78      20     505.9     70.0	2
257    80     131     801.6    421.1	2
258    58     128     158.8      4.3	2
259    71     140     606.3     175.1	2
260    70     121      30.7	  0.0	2
261    79     138     730.1    1694.5	2
262    80     119     421.2      35.1	2
263    61     121     104.8       1.8	2
264    79     149      44.1	  0.0	2
265    71     160     801.1    2535.0	2
266    78     159     742.0    3371.5	2
267    80     168     689.1     634.6	2
268    69     181     424.6     762.6	2
269    79     181     184.3     241.7	2
270    80     188     245.2     431.1	2
271    70     198     630.0    1992.1	2
272    81     200	0.0  	  0.0	1
273   100      48      48.7	  0.0	2
274    80      49     757.4     473.8	2
275    90      58     739.8     280.2	2
276    88      39     520.7      76.8	2
277   100      60	0.0       0.0	2
278    80      59	0.0	  0.0	2
279   101      38     730.5     464.0	2
280   101      68     383.1      97.8	2
281    79      70     508.8     103.9	2
282    90      79     573.3     138.3	2
283   100      78     372.4      70.9	2
284    81      81     585.8     197.2	2
285   100      91     397.2      38.9	2
286    80      89     614.5     192.3	2
287    91      99     734.9     159.6	2
288   101     100     599.3     539.3	2
289    81      98     181.2       1.3	2
290    98     111     744.8    1987.0	2
291    81     108    1022.3     643.0	2
292    90     120     899.3    1290.3	2
293   100     118     363.7      20.5	2
294    98     130     513.2     263.9	2
295    90     140     648.8    2147.5	2
296    90     138     645.4    1927.1	2
297   121     131      13.0	  0.2	2
298   111     140     190.3      48.8	2
299   108     121     893.0    3070.9	2
300   120     141     104.7      14.6	2
301   119     118     150.4      16.9	2
302   158     228     558.4     551.6	2
303   140     229     558.0     513.9	2
304   150     241     318.5     129.2	2
305   151     218     394.3     239.2	2
306   161     241     141.9	  8.6	2
307   141     240     112.5	  4.6	2
308   160     218     580.4    1118.7	2
309   139     220     535.9     445.7	2
310   178     211     398.2     561.8	2
311   159     209     517.3    148.8	2
312   169     221     427.2    197.2	2
313   170     198     367.6   1429.8	2
314   180     218     374.7     77.5	2
315   178     201     144.8     81.3	2
316   158     198     169.8    154.5	2
317   219      88     235.1    136.9	2
318   198      90     611.7    735.8	2
319   211     100     746.4    710.6	2
320   208      80     436.6    495.8	2
321   221      99     540.9    586.8	2
322   199      98     801.0   1419.0	2
323   220      81     272.1    177.3	2
324   198      78     204.1     86.0	2
325   220     150     543.9    675.0	2
326   200     150     606.2    381.1	2
327   208     159     356.0    280.4	2
328   210     140     440.9    330.3	2
329   221     160     301.8    365.6	2
330   198     161     369.4    154.5  	2
331   219     139     166.8     24.5	2
332   200     139     230.9     42.2	2
333   239       8     240.3     80.2	2
334   218 	8     737.1   1373.4	2
335   229      19     518.6    147.7	2
336   239      18     390.7    186.7	2
337   218      18     797.4   1429.7	2
338   238     229     602.6   1510.9	2
339   218     228     430.8    265.2	2
340   231     239     354.1    478.0	2
341   230     221     602.4    538.9	2
342   240     239     172.6     51.9    2
343   221     241     324.8    290.9	2
344   239     220     420.1    398.3	2
345   218     218     763.5   1236.7	2
346    35      71     687.8    486.8	2
347    24      71     735.8    463.9	2
348    34      88      86.9    	 0.1	2
349    23      91     817.0    708.8	2
350    54      10     637.9    349.4	2
351    46      11     512.3    392.0	2
352    55      89     423.4     21.2	2
353    45      89     569.6     62.8	2
354    53     150     858.0    873.0	2
355    46     148     234.0      7.5	2
356    55     168     876.0    288.1    2
357    43     170    1082.8   1174.9	2
358    55     191    1392.6   1004.7	2
359    44     191     646.6     76.8	2
360    55     211     889.5    938.8	2
361    46     211     509.2    429.7	2
362    54     269     613.1   2922.4	2
363    43     271     767.8    198.1	2 
364    73      29     649.4    231.7	2
365    64      31     235.4     10.8	2
366    75     129     782.8    639.3	2
367    64     129     227.3      8.6	2
368    73     149     722.9    696.1	2
369    64     151     974.5    664.1	2
370    75     171     512.2    144.8	2
371    63     168    1215.8   1446.1	2
372    73     188     687.1   2351.5	2
373    64     191    1259.9   1257.6	2
374    93      48     687.5    373.2	2
375    86      48     471.9     31.8	2
376    93      70     512.1    196.1	2
377    84      69     963.9   1210.0	2
378    93      90     874.0   1031.3	2
379    86      89     582.4    117.0	2
380    96     111     553.2    360.5	2
381    85     108     937.3   1495.5	2
382    93     131     883.6   1336.8	2
383    86     131     879.9    965.3	2
384   114     131     268.4    104.4	2
385   106     130     651.5   1957.7	2
386   155     229     386.4     88.2	2
387   145     230     333.2     63.5	2
388   174     208     339.2    335.0	2
389   166     211     600.3    647.6	2
390   215      89     595.2   1457.0	2
391   205      89     809.6    955.8	2
392   215     148     293.3     67.7	2
393   204     151     697.3    444.5	2
394   236       9     515.9   1593.8	2
395   223       9     613.2    277.6	2
396   236     229     665.3   1962.0	2
397   226     230     813.6   2279.8	2
398    35      80     174.8      2.0	2
399    24      79     891.8    635.7	2
400    36      61     699.6   1547.8	2
401    26      58      39.5      0.3	2
402    16      80     915.6    634.8	2
403    43      60     584.0     97.4	2
404    15      88     610.0    319.3	2
405    46      99     566.8    100.2	2
406    36      99      38.1	 0.0	2
407    54      80     483.0    105.0	2
408    46      81     542.6    138.6	2
409    54     161     959.3    466.7	2
410    43     161     631.9    261.1	2
411    65     160     928.3   2252.5	2
412    33     160     431.0     48.6	2
413    36     170     672.3    605.5	2
414    53     179    1003.4    425.4	2
415    44     180     876.4    937.8	2
416    65     181     734.1    589.3	2
417    34     180     366.0    110.2	2
418    33     191     296.5     79.1 	2
419    55     199    1069.2    376.4	2
420    46     198     804.3    674.6    2
421    63     201     731.1   1363.3	2
422    34     201     318.1     79.6	2
423    65     210     238.6    488.3	2
424    35     208     428.9    161.2	2
425    46     220     734.4   1236.1	2
426    36     219     429.1    152.3	2
427    35     217     597.4    397.0	2
428    53     258     442.6   1696.4	2
429    46     260     765.2    779.8	2
430    45     281     605.5    934.8	2
431    35     278     795.9   1588.3	2
432    35     259     235.0     18.9	2
433    84      30     562.0     85.3	2
434    84      41     411.4     34.0	2
435    75      40     696.7    356.2	2
436    73     141     790.9    607.3	2
437    63     140     696.5    357.8	2
438    84     138     687.3    893.4	2
439    76     159     597.5    997.3	2
440    84     161     437.4    387.2	2
441    86     169     317.4    761.7	2
442    73     199     470.7   5190.1	2
443    76      51     498.7    101.8	2
444    94      61     778.7   1354.0	2
445    85      60     523.3    117.5	2
446   104      38     617.1    200.2	2
447    93      41     395.5     28.4	2
448    75      90     518.9    113.0	2
449    94     101     383.7     12.9	2
450    85     100     704.1    126.0	2
451   104     109     562.3    908.6	2
452    75     110     655.3    349.0	2
453    95     121     823.6    548.4	2
454    83     119     847.7    701.4	2
455    94     140     607.5    723.2	2
456   103     139     491.2    565.3	2
457   114     120     319.5    154.2	2
458   104     118     594.0    289.2	2
459   196      91     433.5    254.1	2
460   215     101     209.6      4.0	2
461   204     101     533.8    127.3	2
462   196     101     592.4    419.4	2
463   195     149     478.7    141.9	2
464   216      11     660.2   1424.8	2
465   225      19     832.2    512.2	2
466   214      19     242.5     15.6	2
467   245     231     161.2     26.1	2
468   233     220     626.0    959.7	2
469   226     221     800.1   1681.5	2
470   213     218     482.6    476.2	2

