lat,lon,n,africa,datatype,genaa,genab,genbb,gen00,gena0,genb0,gena1,genb1,gen01,gen11,pheab,phea,pheb,phe0,prom0,promab,aphea,aphe0,bpheb,bphe0
7.6436961628434421,-6.4251825643928964,10,1,gen,0,0,0,10,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.2657044936551589,-4.7401322544164133,6,1,gen,0,0,0,6,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.9127546531928044,-5.4965859043840055,5,1,gen,0,0,0,5,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.7717012069845985,-3.3646432111407027,9,1,gen,0,0,0,9,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.881201262369434,-13.399568168637039,9,1,gen,0,0,0,9,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.510822111915585,-14.350548516097811,10,1,gen,0,0,0,10,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.3594991725273076,-12.295056449204859,9,1,gen,0,0,0,9,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.3847191680148434,-12.185585651983111,9,1,gen,0,0,0,9,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.3750019224013563,-11.398841474883909,9,1,gen,0,0,0,9,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.0634055721085875,-9.4708190968658137,8,1,gen,0,0,0,8,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-18.842980520015502,48.08134078301913,65,1,gen,0,0,0,58,3,4,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-25.276260678855611,44.895364955449871,57,1,gen,2,2,0,40,10,3,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-19.668156146749403,46.734858371014795,86,1,gen,1,0,0,72,9,3,0,0,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-21.535663525435428,47.090199839465861,91,1,gen,0,2,0,63,16,10,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-18.333435043377104,47.666311565017807,100,1,gen,2,2,0,68,20,8,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-21.117460661727797,47.115889262967094,88,1,gen,2,1,0,46,36,3,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-22.067673110422604,47.765079440496066,69,1,gen,0,2,0,47,17,2,0,0,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-17.257176185545305,44.837150023315871,110,1,gen,3,3,3,65,29,6,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.3912817250937319,39.012275549859631,113,1,gen,4,11,10,27,14,47,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.0939612588307241,37.44485806471296,51,1,gen,0,1,1,38,6,5,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13.438949414910795,38.819624395385759,162,1,gen,7,12,17,51,36,38,0,0,1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13.65518173713788,37.250262414781368,81,1,gen,1,3,1,35,10,31,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11.830772494396651,-7.8116949340612196,12,1,gen,0,0,0,12,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12.136580282645351,-9.5586391467644169,13,1,gen,0,0,0,13,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35.195826726736158,3.1673019975955645,295,0,phe,0,0,0,0,0,0,0,0,0,0,64.0,58.0,145.0,28.0,nan,nan,nan,nan,nan,nan
35.825968198547329,6.7374454949167486,137,0,phe,0,0,0,0,0,0,0,0,0,0,24.0,32.0,56.0,25.0,nan,nan,nan,nan,nan,nan
34.172633344350061,5.3879971751784943,160,0,phe,0,0,0,0,0,0,0,0,0,0,42.0,30.0,82.0,6.0,nan,nan,nan,nan,nan,nan
36.085323472957761,3.604332828717344,175,0,phe,0,0,0,0,0,0,0,0,0,0,52.0,23.0,98.0,2.0,nan,nan,nan,nan,nan,nan
32.708043533412869,5.0516344765160657,95,0,phe,0,0,0,0,0,0,0,0,0,0,23.0,10.0,53.0,9.0,nan,nan,nan,nan,nan,nan
36.81261079619641,4.0078015484819041,189,0,phe,0,0,0,0,0,0,0,0,0,0,58.0,39.0,86.0,6.0,nan,nan,nan,nan,nan,nan
35.871981315503938,5.1112107881595836,179,0,phe,0,0,0,0,0,0,0,0,0,0,35.0,46.0,84.0,14.0,nan,nan,nan,nan,nan,nan
35.264999539257978,0.89139188901172162,209,0,phe,0,0,0,0,0,0,0,0,0,0,53.0,33.0,106.0,17.0,nan,nan,nan,nan,nan,nan
36.290001494414035,7.3911044404968607,223,0,phe,0,0,0,0,0,0,0,0,0,0,46.0,48.0,109.0,20.0,nan,nan,nan,nan,nan,nan
34.710827087171268,9.4949901338355289,265,0,phe,0,0,0,0,0,0,0,0,0,0,72.0,46.0,129.0,18.0,nan,nan,nan,nan,nan,nan
36.855941792935049,6.3995589305348801,169,0,phe,0,0,0,0,0,0,0,0,0,0,55.0,23.0,82.0,9.0,nan,nan,nan,nan,nan,nan
35.735522680266826,-0.91895560586542069,96,0,phe,0,0,0,0,0,0,0,0,0,0,16.0,22.0,48.0,10.0,nan,nan,nan,nan,nan,nan
36.671160466124981,3.2470357385487665,111,0,phe,0,0,0,0,0,0,0,0,0,0,24.0,36.0,39.0,12.0,nan,nan,nan,nan,nan,nan
34.903596961063151,0.23031438194712894,126,0,phe,0,0,0,0,0,0,0,0,0,0,35.0,19.0,69.0,3.0,nan,nan,nan,nan,nan,nan
33.885562019016078,4.7482022850566725,84,0,phe,0,0,0,0,0,0,0,0,0,0,15.0,16.0,42.0,11.0,nan,nan,nan,nan,nan,nan
34.097216966294283,8.2128928067724818,183,0,phe,0,0,0,0,0,0,0,0,0,0,52.0,44.0,81.0,6.0,nan,nan,nan,nan,nan,nan
33.848434608082044,-1.4728041403810161,87,0,phe,0,0,0,0,0,0,0,0,0,0,28.0,19.0,34.0,6.0,nan,nan,nan,nan,nan,nan
32.846670574430163,-1.9241481326792531,63,0,phe,0,0,0,0,0,0,0,0,0,0,25.0,13.0,24.0,1.0,nan,nan,nan,nan,nan,nan
36.097444034953796,6.7147009560951787,344,0,phe,0,0,0,0,0,0,0,0,0,0,123.0,56.0,159.0,6.0,nan,nan,nan,nan,nan,nan
34.436257094980576,-1.3040265336694028,115,0,phe,0,0,0,0,0,0,0,0,0,0,22.0,20.0,66.0,7.0,nan,nan,nan,nan,nan,nan
36.212729451452269,8.1811604916216591,150,0,phe,0,0,0,0,0,0,0,0,0,0,45.0,29.0,67.0,9.0,nan,nan,nan,nan,nan,nan
35.656896302842817,9.1198180018181283,127,0,phe,0,0,0,0,0,0,0,0,0,0,50.0,14.0,61.0,2.0,nan,nan,nan,nan,nan,nan
35.974578517271276,3.6269672645258622,117,0,phe,0,0,0,0,0,0,0,0,0,0,27.0,26.0,47.0,17.0,nan,nan,nan,nan,nan,nan
35.311983662550375,3.7186330211091434,467,0,phe,0,0,0,0,0,0,0,0,0,0,144.0,82.0,231.0,10.0,nan,nan,nan,nan,nan,nan
34.612224995099282,-1.0879292189672263,137,0,phe,0,0,0,0,0,0,0,0,0,0,36.0,34.0,54.0,13.0,nan,nan,nan,nan,nan,nan
20.093411930817467,-7.5167076946563807,94,0,phe,0,0,0,0,0,0,0,0,0,0,12.0,17.0,41.0,24.0,nan,nan,nan,nan,nan,nan
-8.0755816234546813,14.967945245933205,120,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,116.0,nan,nan,nan,nan,nan,nan
-4.0725783788204399,17.342635531825309,109,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0,103.0,nan,nan,nan,nan,nan,nan
-22.002871808173271,23.542937777994485,124,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,23.0,16.0,85.0,nan,nan,nan,nan,nan,nan
-1.3236938153497011,13.474242804820513,163,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,162.0,nan,nan,nan,nan,nan,nan
4.8477614506690241,22.677182384964887,120,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,10.0,20.0,90.0,nan,nan,nan,nan,nan,nan
4.9788834197798693,19.946213069886387,59,1,phe,0,0,0,0,0,0,0,0,0,0,1.0,6.0,3.0,49.0,nan,nan,nan,nan,nan,nan
31.373236768342387,31.631354339463137,250,0,phe,0,0,0,0,0,0,0,0,0,0,124.0,56.0,68.0,2.0,nan,nan,nan,nan,nan,nan
28.233007862745865,31.72006802027493,50,0,phe,0,0,0,0,0,0,0,0,0,0,13.0,19.0,14.0,4.0,nan,nan,nan,nan,nan,nan
26.567097169698823,31.881108278954052,52,0,phe,0,0,0,0,0,0,0,0,0,0,2.0,11.0,23.0,16.0,nan,nan,nan,nan,nan,nan
28.083804704260139,35.059240414446833,98,0,phe,0,0,0,0,0,0,0,0,0,0,16.0,20.0,54.0,8.0,nan,nan,nan,nan,nan,nan
28.076638898128962,35.258481021751713,95,0,phe,0,0,0,0,0,0,0,0,0,0,10.0,33.0,25.0,27.0,nan,nan,nan,nan,nan,nan
12.637811352060362,38.076969776803843,75,1,phe,0,0,0,0,0,0,0,0,0,0,7.0,22.0,23.0,23.0,nan,nan,nan,nan,nan,nan
12.906164067463834,37.89792578265476,99,1,phe,0,0,0,0,0,0,0,0,0,0,6.0,26.0,28.0,39.0,nan,nan,nan,nan,nan,nan
7.2593738674471489,4.5120189691796808,37,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,37.0,nan,nan,nan,nan,nan,nan
32.618339649597168,-4.1618801316551313,140,0,phe,0,0,0,0,0,0,0,0,0,0,48.0,38.0,49.0,5.0,nan,nan,nan,nan,nan,nan
-15.62714801107507,46.31519996344889,233,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,232.0,nan,nan,nan,nan,nan,nan
-16.536910078153824,35.581108205180875,196,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,194.0,nan,nan,nan,nan,nan,nan
-16.567980795399198,36.924743371962428,1162,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,10.0,6.0,1146.0,nan,nan,nan,nan,nan,nan
-18.472824058955112,19.576728273801795,36,1,phe,0,0,0,0,0,0,0,0,0,0,10.0,7.0,15.0,4.0,nan,nan,nan,nan,nan,nan
-25.996691660236202,17.103266465584348,33,1,phe,0,0,0,0,0,0,0,0,0,0,8.0,8.0,17.0,0.0,nan,nan,nan,nan,nan,nan
-17.244331979073998,14.503211395649704,90,1,phe,0,0,0,0,0,0,0,0,0,0,1.0,8.0,5.0,76.0,nan,nan,nan,nan,nan,nan
9.1052478295228489,3.182431476244993,298,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,294.0,nan,nan,nan,nan,nan,nan
2.5324197574757275,34.193820248999621,1020,1,phe,0,0,0,0,0,0,0,0,0,0,1.0,78.0,74.0,867.0,nan,nan,nan,nan,nan,nan
13.314783118561795,41.05243588027728,97,0,phe,0,0,0,0,0,0,0,0,0,0,1.0,16.0,18.0,62.0,nan,nan,nan,nan,nan,nan
-3.5442705242274108,37.885385669904736,214,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,5.0,0.0,209.0,nan,nan,nan,nan,nan,nan
12.71018577490725,-14.101266545126951,783,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,783.0,nan,nan,nan,nan,nan,nan
12.462960789586628,-15.633774419602407,385,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,385.0,nan,nan,nan,nan,nan,nan
-10.976601496090943,33.94927580857459,260,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,8.0,10.0,242.0,nan,nan,nan,nan,nan,nan
-17.921819391484259,17.710476973185862,37,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,4.0,0.0,33.0,nan,nan,nan,nan,nan,nan
-17.930050877012057,19.604331220460256,72,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,4.0,5.0,63.0,nan,nan,nan,nan,nan,nan
-19.615715760657913,19.654670831453675,86,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,6.0,11.0,69.0,nan,nan,nan,nan,nan,nan
-16.418162344443473,21.043706420818154,37,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,33.0,nan,nan,nan,nan,nan,nan
-17.372020009967088,21.750945924500904,35,1,phe,0,0,0,0,0,0,0,0,0,0,1.0,4.0,8.0,22.0,nan,nan,nan,nan,nan,nan
-4.1340482291102241,32.083856717385622,150,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,149.0,nan,nan,nan,nan,nan,nan
-16.578522083897127,35.55784159872443,158,1,phe,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1.0,155.0,nan,nan,nan,nan,nan,nan
11.375738607787881,1.8907183540890418,66,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,66.0,0.0,nan,nan,nan,nan
10.813953112962363,-1.3613001681312711,36,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,35.0,1.0,nan,nan,nan,nan
13.478551477627573,0.30478657100162421,5,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,5.0,0.0,nan,nan,nan,nan
13.430461540611736,-1.4477282433488516,7,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,7.0,0.0,nan,nan,nan,nan
10.7409375899846,-3.7649279052408233,55,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,55.0,0.0,nan,nan,nan,nan
13.57886406839096,-0.29256925184970273,62,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,62.0,0.0,nan,nan,nan,nan
10.976881303634602,-2.8532375630963456,52,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,52.0,0.0,nan,nan,nan,nan
13.795873463590599,-0.88977954509969992,74,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,74.0,0.0,nan,nan,nan,nan
13.350826660732164,-0.12464912197262312,136,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,135.0,1.0,nan,nan,nan,nan
5.3436862787390478,8.8580418653996613,77,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,76.0,1.0,nan,nan,nan,nan
5.2386576957167019,9.040297548633724,169,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,168.0,1.0,nan,nan,nan,nan
2.1980469451904616,11.149018174466452,43,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,43.0,0.0,nan,nan,nan,nan
4.9025255549337725,9.9317668110164909,17,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,17.0,0.0,nan,nan,nan,nan
3.5096794581905328,10.009615647085408,2,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,2.0,0.0,nan,nan,nan,nan
4.1893406645862452,10.931844164544014,5,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,5.0,0.0,nan,nan,nan,nan
3.960320193649248,9.3091249652149166,13,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,13.0,0.0,nan,nan,nan,nan
3.7853336410009177,10.596306558848111,1,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan
5.7488299220424066,9.2460831447441905,1,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan
3.4786116766726138,9.857934105716966,2,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,2.0,0.0,nan,nan,nan,nan
12.599378904198367,-15.010568903933205,368,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,368.0,0.0,nan,nan,nan,nan
15.190858483113136,-16.180534129081728,20,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,20.0,0.0,nan,nan,nan,nan
13.026335430921858,-15.450920678909938,533,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,532.0,1.0,nan,nan,nan,nan
13.960281832208207,-14.716645355070872,273,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,272.0,1.0,nan,nan,nan,nan
14.037770078979062,-16.603474951322511,16,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,16.0,0.0,nan,nan,nan,nan
12.321649801888894,-14.253134319689353,17,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,17.0,0.0,nan,nan,nan,nan
13.915541133082771,-15.552340775861566,6,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,6.0,0.0,nan,nan,nan,nan
9.4080633047002529,-0.39050953967149193,70,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,70.0,0.0,nan,nan,nan,nan
10.053979325995661,-1.5065478908519587,24,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,24.0,0.0,nan,nan,nan,nan
9.3995434927882204,0.24960582291386668,38,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,38.0,0.0,nan,nan,nan,nan
12.328290433059607,-1.0819052822408055,22,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,22.0,0.0,nan,nan,nan,nan
9.4139038013171348,-1.9945190522724254,98,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,98.0,0.0,nan,nan,nan,nan
12.52823912476649,-1.277874352892725,29,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,29.0,0.0,nan,nan,nan,nan
5.8372688397853825,0.54410285667087566,19,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,19.0,0.0,nan,nan,nan,nan
5.1868108820142682,-1.1632270148850434,10,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,10.0,0.0,nan,nan,nan,nan
6.0429605536535451,-0.73842171671803114,11,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,11.0,0.0,nan,nan,nan,nan
6.2598374181276171,-1.4500781541470489,11,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,11.0,0.0,nan,nan,nan,nan
6.6930110646411318,-1.5648193187342998,10,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,10.0,0.0,nan,nan,nan,nan
9.2472892811264131,-0.28728130708552824,8,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,8.0,0.0,nan,nan,nan,nan
12.017533658299332,-1.4329737456702172,18,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,18.0,0.0,nan,nan,nan,nan
9.1170708959980438,-0.7923299695998498,15,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,15.0,0.0,nan,nan,nan,nan
11.35720816906162,0.085179325682110285,11,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,11.0,0.0,nan,nan,nan,nan
9.1913305270274854,-1.9519729460213981,13,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,13.0,0.0,nan,nan,nan,nan
10.81509072684571,-1.0446945492664566,19,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,19.0,0.0,nan,nan,nan,nan
9.8846727400264527,0.64882861238473399,14,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,14.0,0.0,nan,nan,nan,nan
9.4052094516948372,-1.8955209316779555,9,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,9.0,0.0,nan,nan,nan,nan
10.542590483916813,-2.6092474170661708,8,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,8.0,0.0,nan,nan,nan,nan
9.799165748581153,-2.6045989000019123,13,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,13.0,0.0,nan,nan,nan,nan
-2.9400257388367699,38.122568854866756,188,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,188.0,0.0,nan,nan,nan,nan
-4.1734942203802099,38.309944840415938,444,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,441.0,3.0,nan,nan,nan,nan
-4.6171110705577298,38.926264753512996,176,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,174.0,2.0,nan,nan,nan,nan
-2.3508699172973979,38.620414669804205,96,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,96.0,0.0,nan,nan,nan,nan
-2.308446414614906,37.993309904114753,413,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,412.0,1.0,nan,nan,nan,nan
-4.7408180115868568,39.083954032483128,165,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,165.0,0.0,nan,nan,nan,nan
-5.3633949184395044,38.201480676752105,317,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,314.0,3.0,nan,nan,nan,nan
-5.0123006547806082,38.68160417827135,373,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,370.0,3.0,nan,nan,nan,nan
-2.5034391881182385,39.988834269410098,162,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,162.0,0.0,nan,nan,nan,nan
-2.7899154811484044,38.754266055107216,315,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,315.0,0.0,nan,nan,nan,nan
-2.80762294592909,37.954571269224864,326,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,325.0,1.0,nan,nan,nan,nan
-3.2461097161383203,39.571449370446935,157,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,157.0,0.0,nan,nan,nan,nan
-1.7596747570558979,40.648616479320495,300,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,300.0,0.0,nan,nan,nan,nan
-2.7257790636143966,39.344542482299758,391,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,388.0,3.0,nan,nan,nan,nan
-3.05899858816524,39.110332765365378,300,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,297.0,3.0,nan,nan,nan,nan
-16.642192346802432,33.306556417539063,47,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,46.0,1.0,nan,nan,nan,nan
-16.206555155800658,33.966404676529422,43,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,42.0,1.0,nan,nan,nan,nan
-14.866755851575657,36.956140412551363,27,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,27.0,0.0,nan,nan,nan,nan
-14.368057387222121,34.662395935342317,103,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,102.0,1.0,nan,nan,nan,nan
-15.038539678579198,36.732155389230989,48,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,47.0,1.0,nan,nan,nan,nan
-16.321443607312872,36.352800899380924,108,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,108.0,0.0,nan,nan,nan,nan
-17.187499172640784,34.719386460883612,12,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,12.0,0.0,nan,nan,nan,nan
-15.659217012073938,33.252970129495509,19,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,19.0,0.0,nan,nan,nan,nan
-16.323916860173526,36.132736977238544,12,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,12.0,0.0,nan,nan,nan,nan
-14.324159985023872,35.16114180024767,18,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,18.0,0.0,nan,nan,nan,nan
-15.815928710444442,36.887879901974955,15,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,13.0,2.0,nan,nan,nan,nan
-14.344219025223964,36.068452768150969,10,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,9.0,1.0,nan,nan,nan,nan
-3.9300497450173859,39.330120586406863,17,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,16.0,1.0,nan,nan,nan,nan
-5.2144891893508625,32.905672501423886,17,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,16.0,1.0,nan,nan,nan,nan
-11.553352808701948,34.094852483563692,10,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,10.0,0.0,nan,nan,nan,nan
-4.1103181166304443,38.920835405370553,13,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,13.0,0.0,nan,nan,nan,nan
-4.9314242629195277,38.966359036869108,13,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,13.0,0.0,nan,nan,nan,nan
-3.918022204805689,38.132358861415732,15,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,15.0,0.0,nan,nan,nan,nan
-6.9893371677940843,37.820398974915058,19,1,prom,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,18.0,1.0,nan,nan,nan,nan
14.695866356275639,15.515561676681587,257,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,0.0,257.0,nan,nan
