"-------------------------------------------------------------------------------------------"
" Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                "
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m      "
"                                                                                           "
" Source: R. F. Keeling, S. J. Walker, S. C. Piper and A. F. Bollenbacher                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu), Stephen Walker"
" (sjwalker@ucsd.edu) and Stephen Piper (scpiper@ucsd.edu), Scripps CO2 Program.            "
"                                                                                           "
" Baseline data in this file through 05-Jul-2017 from archive dated 06-Jul-2017 17:43:07    "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   "
" mole (ppm), reported on the 2008A SIO manometric mole fraction scale.  This is the        "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1960, 05,   22051, 1960.3716,   320.04,   317.24,     319.66,   316.87,     320.04,   317.24
1960, 06,   22082, 1960.4563,   319.59,   317.49,     319.01,   316.93,     319.59,   317.49
1960, 07,   22112, 1960.5383,   318.18,   317.51,     317.62,   316.98,     318.18,   317.51
1960, 08,   22143, 1960.6230,   315.90,   317.18,     315.71,   317.02,     315.90,   317.18
1960, 09,   22174, 1960.7077,   314.17,   317.06,     314.14,   317.04,     314.17,   317.06
1960, 10,   22204, 1960.7896,   313.83,   316.82,     314.10,   317.07,     313.83,   316.82
1960, 11,   22235, 1960.8743,   315.00,   316.88,     315.25,   317.11,     315.00,   316.88
1960, 12,   22265, 1960.9563,   316.19,   316.97,     316.38,   317.15,     316.19,   316.97
1961, 01,   22296, 1961.0411,   316.90,   316.87,     317.23,   317.20,     316.90,   316.87
1961, 02,   22327, 1961.1260,   317.70,   317.09,     317.88,   317.26,     317.70,   317.09
1961, 03,   22355, 1961.2027,   318.54,   317.25,     318.63,   317.33,     318.54,   317.25
1961, 04,   22386, 1961.2877,   319.48,   317.15,     319.76,   317.41,     319.48,   317.15
1961, 05,   22416, 1961.3699,   320.58,   317.77,     320.31,   317.50,     320.58,   317.77
1961, 06,   22447, 1961.4548,   319.77,   317.64,     319.70,   317.59,     319.77,   317.64
1961, 07,   22477, 1961.5370,   318.57,   317.87,     318.34,   317.68,     318.57,   317.87
1961, 08,   22508, 1961.6219,   316.79,   318.05,     316.48,   317.76,     316.79,   318.05
1961, 09,   22539, 1961.7068,   314.99,   317.88,     314.94,   317.85,     314.99,   317.88
1961, 10,   22569, 1961.7890,   315.31,   318.31,     314.93,   317.92,     315.31,   318.31
1961, 11,   22600, 1961.8740,   316.10,   317.99,     316.12,   317.99,     316.10,   317.99
1961, 12,   22630, 1961.9562,   317.01,   317.79,     317.29,   318.06,     317.01,   317.79
1962, 01,   22661, 1962.0411,   317.94,   317.92,     318.16,   318.13,     317.94,   317.92
1962, 02,   22692, 1962.1260,   318.55,   317.94,     318.82,   318.20,     318.55,   317.94
1962, 03,   22720, 1962.2027,   319.68,   318.39,     319.56,   318.26,     319.68,   318.39
1962, 04,   22751, 1962.2877,   320.57,   318.24,     320.68,   318.33,     320.57,   318.24
1962, 05,   22781, 1962.3699,   321.02,   318.19,     321.21,   318.39,     321.02,   318.19
1962, 06,   22812, 1962.4548,   320.62,   318.48,     320.57,   318.45,     320.62,   318.48
1962, 07,   22842, 1962.5370,   319.61,   318.92,     319.18,   318.51,     319.61,   318.92
1962, 08,   22873, 1962.6219,   317.40,   318.66,     317.27,   318.56,     317.40,   318.66
1962, 09,   22904, 1962.7068,   316.25,   319.15,     315.69,   318.60,     316.25,   319.15
1962, 10,   22934, 1962.7890,   315.42,   318.43,     315.64,   318.64,     315.42,   318.43
1962, 11,   22965, 1962.8740,   316.69,   318.59,     316.80,   318.68,     316.69,   318.59
1962, 12,   22995, 1962.9562,   317.70,   318.48,     317.95,   318.72,     317.70,   318.48
1963, 01,   23026, 1963.0411,   318.74,   318.72,     318.80,   318.76,     318.74,   318.72
1963, 02,   23057, 1963.1260,   319.07,   318.45,     319.43,   318.81,     319.07,   318.45
1963, 03,   23085, 1963.2027,   319.86,   318.57,     320.16,   318.86,     319.86,   318.57
1963, 04,   23116, 1963.2877,   321.39,   319.04,     321.27,   318.91,     321.39,   319.04
1963, 05,   23146, 1963.3699,   322.25,   319.42,     321.79,   318.96,     322.25,   319.42
1963, 06,   23177, 1963.4548,   321.48,   319.33,     321.14,   319.01,     321.48,   319.33
1963, 07,   23207, 1963.5370,   319.74,   319.04,     319.73,   319.05,     319.74,   319.04
1963, 08,   23238, 1963.6219,   317.77,   319.03,     317.80,   319.10,     317.77,   319.03
1963, 09,   23269, 1963.7068,   316.21,   319.12,     316.21,   319.14,     316.21,   319.12
1963, 10,   23299, 1963.7890,   315.99,   319.01,     316.17,   319.18,     315.99,   319.01
1963, 11,   23330, 1963.8740,   317.06,   318.97,     317.34,   319.22,     317.06,   318.97
1963, 12,   23360, 1963.9562,   318.35,   319.14,     318.50,   319.27,     318.35,   319.14
1964, 01,   23391, 1964.0410,   319.57,   319.55,     319.35,   319.32,     319.57,   319.55
1964, 02,   23422, 1964.1257,   -99.99,   -99.99,     319.99,   319.36,     319.99,   319.36
1964, 03,   23451, 1964.2049,   -99.99,   -99.99,     320.75,   319.41,     320.75,   319.41
1964, 04,   23482, 1964.2896,   -99.99,   -99.99,     321.84,   319.45,     321.84,   319.45
1964, 05,   23512, 1964.3716,   322.26,   319.42,     322.33,   319.49,     322.26,   319.42
1964, 06,   23543, 1964.4563,   321.89,   319.76,     321.64,   319.53,     321.89,   319.76
1964, 07,   23573, 1964.5383,   320.44,   319.76,     320.20,   319.56,     320.44,   319.76
1964, 08,   23604, 1964.6230,   318.69,   319.99,     318.26,   319.58,     318.69,   319.99
1964, 09,   23635, 1964.7077,   316.70,   319.64,     316.65,   319.60,     316.70,   319.64
1964, 10,   23665, 1964.7896,   316.87,   319.90,     316.60,   319.62,     316.87,   319.90
1964, 11,   23696, 1964.8743,   317.68,   319.59,     317.75,   319.64,     317.68,   319.59
1964, 12,   23726, 1964.9563,   318.71,   319.50,     318.88,   319.65,     318.71,   319.50
1965, 01,   23757, 1965.0411,   319.44,   319.42,     319.72,   319.68,     319.44,   319.42
1965, 02,   23788, 1965.1260,   320.44,   319.82,     320.35,   319.72,     320.44,   319.82
1965, 03,   23816, 1965.2027,   320.89,   319.58,     321.08,   319.77,     320.89,   319.58
1965, 04,   23847, 1965.2877,   322.14,   319.77,     322.21,   319.83,     322.14,   319.77
1965, 05,   23877, 1965.3699,   322.17,   319.31,     322.75,   319.90,     322.17,   319.31
1965, 06,   23908, 1965.4548,   321.87,   319.71,     322.14,   320.00,     321.87,   319.71
1965, 07,   23938, 1965.5370,   321.21,   320.50,     320.77,   320.10,     321.21,   320.50
1965, 08,   23969, 1965.6219,   318.87,   320.14,     318.90,   320.21,     318.87,   320.14
1965, 09,   24000, 1965.7068,   317.82,   320.75,     317.37,   320.32,     317.82,   320.75
1965, 10,   24030, 1965.7890,   317.30,   320.35,     317.40,   320.43,     317.30,   320.35
1965, 11,   24061, 1965.8740,   318.87,   320.79,     318.65,   320.55,     318.87,   320.79
1965, 12,   24091, 1965.9562,   319.42,   320.21,     319.89,   320.67,     319.42,   320.21
1966, 01,   24122, 1966.0411,   320.62,   320.60,     320.82,   320.79,     320.62,   320.60
1966, 02,   24153, 1966.1260,   321.59,   320.97,     321.54,   320.91,     321.59,   320.97
1966, 03,   24181, 1966.2027,   322.39,   321.08,     322.34,   321.01,     322.39,   321.08
1966, 04,   24212, 1966.2877,   323.70,   321.33,     323.51,   321.13,     323.70,   321.33
1966, 05,   24242, 1966.3699,   324.08,   321.22,     324.09,   321.23,     324.08,   321.22
1966, 06,   24273, 1966.4548,   323.75,   321.58,     323.47,   321.32,     323.75,   321.58
1966, 07,   24303, 1966.5370,   322.39,   321.68,     322.09,   321.41,     322.39,   321.68
1966, 08,   24334, 1966.6219,   320.36,   321.64,     320.17,   321.49,     320.36,   321.64
1966, 09,   24365, 1966.7068,   318.64,   321.58,     318.60,   321.56,     318.64,   321.58
1966, 10,   24395, 1966.7890,   318.10,   321.16,     318.57,   321.62,     318.10,   321.16
1966, 11,   24426, 1966.8740,   319.79,   321.71,     319.78,   321.68,     319.79,   321.71
1966, 12,   24456, 1966.9562,   321.03,   321.82,     320.96,   321.74,     321.03,   321.82
1967, 01,   24487, 1967.0411,   322.33,   322.30,     321.84,   321.80,     322.33,   322.30
1967, 02,   24518, 1967.1260,   322.50,   321.87,     322.49,   321.86,     322.50,   321.87
1967, 03,   24546, 1967.2027,   323.04,   321.73,     323.23,   321.90,     323.04,   321.73
1967, 04,   24577, 1967.2877,   324.42,   322.04,     324.36,   321.96,     324.42,   322.04
1967, 05,   24607, 1967.3699,   325.00,   322.13,     324.89,   322.01,     325.00,   322.13
1967, 06,   24638, 1967.4548,   324.09,   321.92,     324.23,   322.07,     324.09,   321.92
1967, 07,   24668, 1967.5370,   322.55,   321.83,     322.82,   322.13,     322.55,   321.83
1967, 08,   24699, 1967.6219,   320.92,   322.20,     320.88,   322.20,     320.92,   322.20
1967, 09,   24730, 1967.7068,   319.25,   322.21,     319.30,   322.27,     319.25,   322.21
1967, 10,   24760, 1967.7890,   319.39,   322.46,     319.29,   322.35,     319.39,   322.46
1967, 11,   24791, 1967.8740,   320.72,   322.66,     320.51,   322.42,     320.72,   322.66
1967, 12,   24821, 1967.9562,   321.96,   322.76,     321.71,   322.49,     321.96,   322.76
1968, 01,   24852, 1968.0410,   322.57,   322.55,     322.61,   322.57,     322.57,   322.55
1968, 02,   24883, 1968.1257,   323.14,   322.52,     323.29,   322.65,     323.14,   322.52
1968, 03,   24912, 1968.2049,   323.89,   322.55,     324.09,   322.73,     323.89,   322.55
1968, 04,   24943, 1968.2896,   325.02,   322.61,     325.25,   322.83,     325.02,   322.61
1968, 05,   24973, 1968.3716,   325.57,   322.69,     325.80,   322.92,     325.57,   322.69
1968, 06,   25004, 1968.4563,   325.36,   323.19,     325.17,   323.03,     325.36,   323.19
1968, 07,   25034, 1968.5383,   324.14,   323.45,     323.79,   323.14,     324.14,   323.45
1968, 08,   25065, 1968.6230,   322.11,   323.42,     321.90,   323.25,     322.11,   323.42
1968, 09,   25096, 1968.7077,   320.33,   323.31,     320.38,   323.37,     320.33,   323.31
1968, 10,   25126, 1968.7896,   320.25,   323.32,     320.42,   323.49,     320.25,   323.32
1968, 11,   25157, 1968.8743,   321.32,   323.26,     321.70,   323.61,     321.32,   323.26
1968, 12,   25187, 1968.9563,   322.89,   323.69,     322.96,   323.75,     322.89,   323.69
1969, 01,   25218, 1969.0411,   324.00,   323.98,     323.92,   323.89,     324.00,   323.98
1969, 02,   25249, 1969.1260,   324.42,   323.79,     324.67,   324.03,     324.42,   323.79
1969, 03,   25277, 1969.2027,   325.63,   324.31,     325.50,   324.16,     325.63,   324.31
1969, 04,   25308, 1969.2877,   326.66,   324.26,     326.72,   324.31,     326.66,   324.26
1969, 05,   25338, 1969.3699,   327.38,   324.49,     327.33,   324.44,     327.38,   324.49
1969, 06,   25369, 1969.4548,   326.70,   324.51,     326.75,   324.57,     326.70,   324.51
1969, 07,   25399, 1969.5370,   325.88,   325.17,     325.38,   324.69,     325.88,   325.17
1969, 08,   25430, 1969.6219,   323.66,   324.96,     323.48,   324.80,     323.66,   324.96
1969, 09,   25461, 1969.7068,   322.38,   325.36,     321.91,   324.91,     322.38,   325.36
1969, 10,   25491, 1969.7890,   321.78,   324.87,     321.91,   324.99,     321.78,   324.87
1969, 11,   25522, 1969.8740,   322.85,   324.80,     323.15,   325.08,     322.85,   324.80
1969, 12,   25552, 1969.9562,   324.12,   324.92,     324.37,   325.16,     324.12,   324.92
1970, 01,   25583, 1970.0411,   325.06,   325.04,     325.28,   325.24,     325.06,   325.04
1970, 02,   25614, 1970.1260,   325.98,   325.35,     325.97,   325.32,     325.98,   325.35
1970, 03,   25642, 1970.2027,   326.93,   325.60,     326.74,   325.40,     326.93,   325.60
1970, 04,   25673, 1970.2877,   328.14,   325.73,     327.90,   325.48,     328.14,   325.73
1970, 05,   25703, 1970.3699,   328.08,   325.17,     328.46,   325.55,     328.08,   325.17
1970, 06,   25734, 1970.4548,   327.67,   325.47,     327.81,   325.63,     327.67,   325.47
1970, 07,   25764, 1970.5370,   326.34,   325.63,     326.39,   325.70,     326.34,   325.63
1970, 08,   25795, 1970.6219,   324.69,   325.98,     324.44,   325.77,     324.69,   325.98
1970, 09,   25826, 1970.7068,   323.10,   326.09,     322.83,   325.83,     323.10,   326.09
1970, 10,   25856, 1970.7890,   323.07,   326.17,     322.80,   325.89,     323.07,   326.17
1970, 11,   25887, 1970.8740,   324.01,   325.96,     324.00,   325.93,     324.01,   325.96
1970, 12,   25917, 1970.9562,   325.13,   325.94,     325.18,   325.97,     325.13,   325.94
1971, 01,   25948, 1971.0411,   326.17,   326.15,     326.04,   326.01,     326.17,   326.15
1971, 02,   25979, 1971.1260,   326.68,   326.05,     326.69,   326.05,     326.68,   326.05
1971, 03,   26007, 1971.2027,   327.17,   325.84,     327.43,   326.09,     327.17,   325.84
1971, 04,   26038, 1971.2877,   327.79,   325.37,     328.57,   326.14,     327.79,   325.37
1971, 05,   26068, 1971.3699,   328.92,   326.01,     329.11,   326.19,     328.92,   326.01
1971, 06,   26099, 1971.4548,   328.57,   326.36,     328.45,   326.26,     328.57,   326.36
1971, 07,   26129, 1971.5370,   327.36,   326.64,     327.02,   326.33,     327.36,   326.64
1971, 08,   26160, 1971.6219,   325.43,   326.73,     325.07,   326.40,     325.43,   326.73
1971, 09,   26191, 1971.7068,   323.36,   326.36,     323.46,   326.47,     323.36,   326.36
1971, 10,   26221, 1971.7890,   323.56,   326.68,     323.44,   326.55,     323.56,   326.68
1971, 11,   26252, 1971.8740,   324.80,   326.76,     324.68,   326.62,     324.80,   326.76
1971, 12,   26282, 1971.9562,   326.01,   326.83,     325.90,   326.70,     326.01,   326.83
1972, 01,   26313, 1972.0410,   326.77,   326.75,     326.82,   326.78,     326.77,   326.75
1972, 02,   26344, 1972.1257,   327.63,   327.00,     327.52,   326.88,     327.63,   327.00
1972, 03,   26373, 1972.2049,   327.75,   326.39,     328.35,   326.97,     327.75,   326.39
1972, 04,   26404, 1972.2896,   329.73,   327.28,     329.56,   327.09,     329.73,   327.28
1972, 05,   26434, 1972.3716,   330.07,   327.15,     330.14,   327.22,     330.07,   327.15
1972, 06,   26465, 1972.4563,   329.09,   326.89,     329.55,   327.37,     329.09,   326.89
1972, 07,   26495, 1972.5383,   328.04,   327.35,     328.20,   327.53,     328.04,   327.35
1972, 08,   26526, 1972.6230,   326.32,   327.65,     326.35,   327.71,     326.32,   327.65
1972, 09,   26557, 1972.7077,   324.84,   327.86,     324.87,   327.91,     324.84,   327.86
1972, 10,   26587, 1972.7896,   325.20,   328.32,     324.99,   328.10,     325.20,   328.32
1972, 11,   26618, 1972.8743,   326.50,   328.46,     326.36,   328.31,     326.50,   328.46
1972, 12,   26648, 1972.9563,   327.55,   328.37,     327.71,   328.51,     327.55,   328.37
1973, 01,   26679, 1973.0411,   328.55,   328.52,     328.75,   328.72,     328.55,   328.52
1973, 02,   26710, 1973.1260,   329.56,   328.92,     329.58,   328.93,     329.56,   328.92
1973, 03,   26738, 1973.2027,   330.30,   328.96,     330.47,   329.11,     330.30,   328.96
1973, 04,   26769, 1973.2877,   331.50,   329.07,     331.76,   329.31,     331.50,   329.07
1973, 05,   26799, 1973.3699,   332.48,   329.54,     332.42,   329.48,     332.48,   329.54
1973, 06,   26830, 1973.4548,   332.07,   329.85,     331.85,   329.64,     332.07,   329.85
1973, 07,   26860, 1973.5370,   330.87,   330.14,     330.47,   329.78,     330.87,   330.14
1973, 08,   26891, 1973.6219,   329.31,   330.62,     328.54,   329.89,     329.31,   330.62
1973, 09,   26922, 1973.7068,   327.51,   330.53,     326.93,   329.96,     327.51,   330.53
1973, 10,   26952, 1973.7890,   327.18,   330.32,     326.89,   330.02,     327.18,   330.32
1973, 11,   26983, 1973.8740,   328.16,   330.14,     328.09,   330.05,     328.16,   330.14
1973, 12,   27013, 1973.9562,   328.64,   329.46,     329.27,   330.07,     328.64,   329.46
1974, 01,   27044, 1974.0411,   329.35,   329.33,     330.13,   330.09,     329.35,   329.33
1974, 02,   27075, 1974.1260,   330.71,   330.06,     330.77,   330.12,     330.71,   330.06
1974, 03,   27103, 1974.2027,   331.48,   330.13,     331.50,   330.14,     331.48,   330.13
1974, 04,   27134, 1974.2877,   332.65,   330.21,     332.63,   330.18,     332.65,   330.21
1974, 05,   27164, 1974.3699,   333.09,   330.14,     333.16,   330.21,     333.09,   330.14
1974, 06,   27195, 1974.4548,   332.25,   330.02,     332.47,   330.26,     332.25,   330.02
1974, 07,   27225, 1974.5370,   331.18,   330.45,     331.01,   330.31,     331.18,   330.45
1974, 08,   27256, 1974.6219,   329.39,   330.71,     329.01,   330.36,     329.39,   330.71
1974, 09,   27287, 1974.7068,   327.43,   330.46,     327.36,   330.41,     327.43,   330.46
1974, 10,   27317, 1974.7890,   327.37,   330.52,     327.33,   330.46,     327.37,   330.52
1974, 11,   27348, 1974.8740,   328.46,   330.44,     328.56,   330.52,     328.46,   330.44
1974, 12,   27378, 1974.9562,   329.57,   330.39,     329.78,   330.58,     329.57,   330.39
1975, 01,   27409, 1975.0411,   330.40,   330.38,     330.69,   330.65,     330.40,   330.38
1975, 02,   27440, 1975.1260,   331.40,   330.76,     331.39,   330.73,     331.40,   330.76
1975, 03,   27468, 1975.2027,   332.04,   330.69,     332.18,   330.82,     332.04,   330.69
1975, 04,   27499, 1975.2877,   333.31,   330.86,     333.38,   330.91,     333.31,   330.86
1975, 05,   27529, 1975.3699,   333.97,   331.01,     333.96,   331.00,     333.97,   331.01
1975, 06,   27560, 1975.4548,   333.60,   331.36,     333.32,   331.10,     333.60,   331.36
1975, 07,   27590, 1975.5370,   331.90,   331.17,     331.90,   331.20,     331.90,   331.17
1975, 08,   27621, 1975.6219,   330.06,   331.38,     329.94,   331.30,     330.06,   331.38
1975, 09,   27652, 1975.7068,   328.56,   331.60,     328.33,   331.39,     328.56,   331.60
1975, 10,   27682, 1975.7890,   328.34,   331.50,     328.33,   331.47,     328.34,   331.50
1975, 11,   27713, 1975.8740,   329.49,   331.48,     329.59,   331.56,     329.49,   331.48
1975, 12,   27743, 1975.9562,   330.76,   331.59,     330.83,   331.64,     330.76,   331.59
1976, 01,   27774, 1976.0410,   331.75,   331.72,     331.76,   331.72,     331.75,   331.72
1976, 02,   27805, 1976.1257,   332.56,   331.92,     332.45,   331.80,     332.56,   331.92
1976, 03,   27834, 1976.2049,   333.50,   332.11,     333.27,   331.87,     333.50,   332.11
1976, 04,   27865, 1976.2896,   334.58,   332.10,     334.45,   331.95,     334.58,   332.10
1976, 05,   27895, 1976.3716,   334.88,   331.91,     334.99,   332.03,     334.88,   331.91
1976, 06,   27926, 1976.4563,   334.33,   332.11,     334.31,   332.11,     334.33,   332.11
1976, 07,   27956, 1976.5383,   333.05,   332.35,     332.87,   332.19,     333.05,   332.35
1976, 08,   27987, 1976.6230,   330.94,   332.29,     330.90,   332.28,     330.94,   332.29
1976, 09,   28018, 1976.7077,   329.30,   332.37,     329.31,   332.39,     329.30,   332.37
1976, 10,   28048, 1976.7896,   328.94,   332.11,     329.34,   332.50,     328.94,   332.11
1976, 11,   28079, 1976.8743,   330.31,   332.30,     330.66,   332.63,     330.31,   332.30
1976, 12,   28109, 1976.9563,   331.68,   332.51,     331.96,   332.77,     331.68,   332.51
1977, 01,   28140, 1977.0411,   332.93,   332.90,     332.97,   332.93,     332.93,   332.90
1977, 02,   28171, 1977.1260,   333.42,   332.77,     333.76,   333.10,     333.42,   332.77
1977, 03,   28199, 1977.2027,   334.70,   333.34,     334.65,   333.27,     334.70,   333.34
