,idnum,state,state2,stfips,zip,region,typebldg,floor,room,basement,windoor,rep,stratum,wave,starttm,stoptm,startdt,stopdt,activity,pcterr,adjwt,dupflag,zipflag,cntyfips,county,fips,Uppm,county_code,log_radon
12,5093.0,MN,MN,27.0,55014,3.0,1.0,0.0,4.0,Y, , 4,2.0,  3,1130.0,1221.0,30388.0,31088.0,1.4,18.7,461.274696,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.4054651081081644
13,5094.0,MN,MN,27.0,55025,3.0,1.0,0.0,2.0,Y, , 2,2.0, 22,815.0,815.0,121287.0,121487.0,0.4,0.0,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,-0.6931471805599453
14,5095.0,MN,MN,27.0,55025,3.0,0.0,0.0,0.0, , , 5,2.0, 26,1400.0,1400.0,121687.0,121887.0,1.1,18.8,471.36622300000005,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.1823215567939548
15,5096.0,MN,MN,27.0,55025,3.0,1.0,0.0,0.0,Y, , 2,2.0, 41,1600.0,1600.0,12688.0,12888.0,4.5,7.0,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.5260563034950492
16,5097.0,MN,MN,27.0,55025,3.0,1.0,0.0,4.0,Y, , 1,2.0, 43,1205.0,1205.0,12088.0,12288.0,1.3,33.2,485.435931,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.336472236621213
17,5098.0,MN,MN,27.0,55025,3.0,1.0,0.0,4.0,Y, , 4,2.0, 48,2000.0,2000.0,22188.0,22388.0,2.1,10.1,461.274696,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.7884573603642703
18,5099.0,MN,MN,27.0,55038,3.0,1.0,0.0,4.0,Y, , 5,2.0, 49,1110.0,1110.0,33188.0,40488.0,5.9,5.7,471.36622300000005,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.791759469228055
19,5100.0,MN,MN,27.0,55070,3.0,1.0,0.0,2.0,Y, , 2,2.0,  1,1900.0,1900.0,22388.0,22588.0,3.3,8.4,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.2237754316221157
20,5101.0,MN,MN,27.0,55303,3.0,1.0,0.0,2.0,Y, , 5,2.0, 22,1930.0,1930.0,120287.0,121087.0,1.8,14.4,471.36622300000005,1.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.6418538861723948
21,5102.0,MN,MN,27.0,55303,3.0,0.0,0.0,0.0, , , 2,2.0, 30,1630.0,1620.0,121987.0,122187.0,5.4,5.6,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.7047480922384253
22,5103.0,MN,MN,27.0,55303,3.0,1.0,0.0,4.0,Y, , 2,2.0, 33,1815.0,1815.0,122887.0,123087.0,6.3,6.1,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.856297990365626
23,5104.0,MN,MN,27.0,55303,3.0,1.0,0.0,5.0,Y, , 5,2.0, 30,1900.0,1900.0,122887.0,123087.0,1.9,13.7,471.36622300000005,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.6931471805599453
24,5105.0,MN,MN,27.0,55303,3.0,1.0,0.0,4.0,Y, , 2,2.0, 37,1500.0,1530.0,10188.0,10188.0,6.6,8.9,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.9021075263969203
25,5106.0,MN,MN,27.0,55303,3.0,1.0,0.0,2.0,Y, , 5,2.0, 38,1000.0,1600.0,122887.0,123087.0,3.1,9.9,471.36622300000005,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.1631508098056809
26,5107.0,MN,MN,27.0,55303,3.0,1.0,0.0,2.0,Y, , 3,2.0, 43,1730.0,1730.0,11688.0,11888.0,6.8,4.9,433.316718,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.9315214116032136
27,5108.0,MN,MN,27.0,55303,3.0,1.0,0.0,4.0,Y, , 1,2.0, 41,1750.0,1645.0,12888.0,13088.0,7.0,4.6,485.435931,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.9600947840472698
28,5109.0,MN,MN,27.0,55303,3.0,1.0,0.0,7.0,Y, , 2,2.0, 44,2210.0,2210.0,20288.0,20288.0,7.7,4.5,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,2.0541237336955462
29,5110.0,MN,MN,27.0,55303,3.0,1.0,0.0,4.0,Y, , 1,2.0, 48,1700.0,1700.0,20288.0,20288.0,5.2,4.8,485.435931,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.667706820558076
30,5111.0,MN,MN,27.0,55303,3.0,1.0,0.0,2.0,Y, , 2,2.0, 48,1530.0,1530.0,21388.0,21588.0,4.5,5.9,461.62367,1.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.5260563034950492
31,5112.0,MN,MN,27.0,55303,3.0,1.0,0.0,2.0,Y, , 5,2.0, 48,1830.0,1830.0,20288.0,20288.0,4.4,7.2,471.36622300000005,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.5040773967762742
32,5113.0,MN,MN,27.0,55303,3.0,1.0,0.0,2.0,Y, , 1,2.0,  2,2030.0,2030.0,22688.0,22888.0,2.8,8.4,485.435931,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.0647107369924282
33,5114.0,MN,MN,27.0,55303,3.0,1.0,0.0,4.0,Y, , 3,2.0,  4,1501.0,1500.0,31888.0,32088.0,8.1,8.7,433.316718,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,2.1041341542702074
34,5115.0,MN,MN,27.0,55303,3.0,0.0,0.0,0.0, , , 3,2.0,  2,800.0,900.0,30388.0,31188.0,1.6,12.8,433.316718,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.5306282510621705
35,5116.0,MN,MN,27.0,55304,3.0,1.0,0.0,0.0,Y, , 3,2.0, 22,1905.0,1325.0,120287.0,121187.0,4.2,9.5,433.316718,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.4586150226995167
36,5117.0,MN,MN,27.0,55304,3.0,0.0,0.0,0.0, , , 1,2.0, 23,2040.0,2230.0,32288.0,32688.0,5.4,10.2,485.435931,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.7047480922384253
37,5118.0,MN,MN,27.0,55304,3.0,1.0,0.0,2.0,Y, , 1,2.0, 28,1600.0,1815.0,121387.0,121587.0,4.0,9.9,485.435931,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.410986973710262
38,5119.0,MN,MN,27.0,55304,3.0,1.0,0.0,4.0,Y, , 5,2.0, 34,1003.0,1003.0,11488.0,11688.0,2.3,10.1,471.36622300000005,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.8754687373538999
39,5120.0,MN,MN,27.0,55304,3.0,1.0,0.0,4.0,Y, , 1,2.0, 40,810.0,600.0,20288.0,20288.0,2.9,9.0,485.435931,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.0986122886681098
40,5121.0,MN,MN,27.0,55304,3.0,1.0,0.0,4.0,Y, , 1,2.0, 38,900.0,900.0,20288.0,20288.0,1.4,21.6,485.435931,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.4054651081081644
41,5122.0,MN,MN,27.0,55304,3.0,1.0,0.0,4.0,Y, , 3,2.0, 46,2300.0,2300.0,12688.0,12888.0,3.3,8.4,433.316718,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.2237754316221157
42,5123.0,MN,MN,27.0,55304,3.0,1.0,0.0,4.0,Y, , 3,2.0, 49,715.0,735.0,20288.0,20288.0,2.9,8.8,433.316718,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.0986122886681098
43,5124.0,MN,MN,27.0,55304,3.0,1.0,1.0,3.0,Y, , 2,2.0, 49,1715.0,1540.0,32688.0,32888.0,1.8,32.0,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.6418538861723948
44,5125.0,MN,MN,27.0,55304,3.0,1.0,1.0,3.0,N, , 2,2.0,  2,1730.0,1730.0,22388.0,22588.0,0.2,0.0,461.62367,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,-1.203972804325936
45,5126.0,MN,MN,27.0,55421,3.0,1.0,0.0,2.0,Y, , 1,5.0, 21,1217.0,1220.0,120287.0,121087.0,2.4,14.1,2116.561544,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.9162907318741551
46,5127.0,MN,MN,27.0,55421,3.0,5.0,1.0,3.0,N, , 2,5.0, 36,2230.0,2230.0,10188.0,10188.0,1.1,24.0,2246.96884,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.1823215567939548
47,5128.0,MN,MN,27.0,55432,3.0,1.0,0.0,7.0,Y, , 5,5.0, 26,945.0,945.0,121687.0,121887.0,2.2,10.7,2179.503255,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.8329091229351041
48,5129.0,MN,MN,27.0,55432,3.0,1.0,0.0,2.0,Y, , 3,5.0, 43,800.0,804.0,12388.0,12588.0,0.6,24.0,2119.396234,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,-0.35667494393873245
49,5130.0,MN,MN,27.0,55432,3.0,1.0,0.0,4.0,Y, , 4,5.0,  4,2115.0,2030.0,22988.0,30388.0,1.7,20.8,2314.365189,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.5877866649021191
50,5131.0,MN,MN,27.0,55433,3.0,0.0,0.0,0.0, , , 1,5.0, 33,845.0,1000.0,12188.0,12388.0,2.9,7.3,2116.561544,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,1.0986122886681098
51,5132.0,MN,MN,27.0,55433,3.0,1.0,0.0,4.0,Y, , 2,5.0, 50,2200.0,2200.0,20288.0,20288.0,2.2,10.0,2246.96884,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.8329091229351041
52,5133.0,MN,MN,27.0,55434,3.0,1.0,0.0,2.0,Y, , 5,5.0, 33,1815.0,1815.0,122787.0,122987.0,1.7,20.0,2179.503255,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.5877866649021191
53,5134.0,MN,MN,27.0,55434,3.0,1.0,0.0,2.0,Y, , 4,5.0, 38,1600.0,1600.0,11388.0,11588.0,1.4,18.8,2314.365189,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.4054651081081644
54,5135.0,MN,MN,27.0,55434,3.0,1.0,0.0,2.0,Y, , 1,5.0, 40,1100.0,1110.0,11888.0,12088.0,1.9,10.4,2116.561544,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.6931471805599453
55,5136.0,MN,MN,27.0,55434,3.0,1.0,0.0,4.0,Y, , 2,5.0, 38,1515.0,1515.0,12988.0,13188.0,1.8,12.2,2246.96884,0.0,0.0,3.0,ANOKA,27003.0,0.428565,1,0.6418538861723948
56,5137.0,MN,MN,27.0,56501,2.0,1.0,1.0,3.0,Y, , 5,3.0, 25,1215.0,1330.0,121487.0,121687.0,1.2,22.7,893.2374300000001,0.0,0.0,5.0,BECKER,27005.0,0.892741,2,0.26236426446749106
57,5138.0,MN,MN,27.0,56501,2.0,1.0,0.0,2.0,Y, , 3,3.0, 41,2025.0,2100.0,11788.0,11988.0,4.3,9.1,1071.318034,0.0,0.0,5.0,BECKER,27005.0,0.892741,2,1.4816045409242153
58,5139.0,MN,MN,27.0,56544,2.0,1.0,1.0,3.0,N, , 3,3.0, 44,1000.0,1000.0,12188.0,12388.0,4.5,6.0,1071.318034,0.0,0.0,5.0,BECKER,27005.0,0.892741,2,1.5260563034950492
59,5140.0,MN,MN,27.0,56601,2.0,1.0,0.0,4.0,Y, , 4,3.0, 31,1320.0,1605.0,122087.0,122287.0,6.3,6.9,990.4115539999999,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3,1.856297990365626
60,5141.0,MN,MN,27.0,56601,2.0,1.0,0.0,2.0,Y, , 2,3.0, 32,1430.0,1900.0,122887.0,123087.0,4.6,7.2,921.864905,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3,1.5475625087160128
61,5142.0,MN,MN,27.0,56601,2.0,1.0,0.0,4.0,Y, , 1,3.0,  2,1300.0,1300.0,22388.0,22588.0,5.7,5.4,1024.442902,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3,1.7578579175523736
62,5143.0,MN,MN,27.0,56647,2.0,1.0,1.0,3.0,Y, , 2,3.0, 40,1000.0,1000.0,11888.0,12088.0,2.2,8.2,921.864905,2.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3,0.8329091229351041
63,5144.0,MN,MN,27.0,56676,2.0,1.0,1.0,3.0,N, , 1,3.0, 26,1400.0,1900.0,121287.0,121787.0,0.4,0.0,1024.442902,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3,-0.6931471805599453
64,5145.0,MN,MN,27.0,56683,2.0,1.0,1.0,1.0,N, , 1,3.0, 42,1100.0,1100.0,11788.0,11988.0,4.6,6.7,1024.442902,0.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3,1.5475625087160128
65,5146.0,MN,MN,27.0,56727,2.0,1.0,1.0,7.0,Y, , 2,1.0, 38,1315.0,1315.0,11288.0,11488.0,4.4,8.3,348.042925,2.0,0.0,7.0,BELTRAMI,27007.0,0.5524720000000001,3,1.5040773967762742
66,5147.0,MN,MN,27.0,56329,5.0,1.0,0.0,2.0,Y, , 4,4.0, 45,930.0,940.0,13188.0,20288.0,6.6,4.6,1177.377355,0.0,0.0,9.0,BENTON,27009.0,0.866849,4,1.9021075263969203
67,5148.0,MN,MN,27.0,56379,5.0,1.0,0.0,4.0,Y, , 5,3.0, 40,1110.0,2130.0,11888.0,12088.0,2.7,9.8,893.2374300000001,0.0,0.0,9.0,BENTON,27009.0,0.866849,4,1.0296194171811583
68,5149.0,MN,MN,27.0,56379,5.0,1.0,1.0,3.0,N, , 2,3.0,  4,1830.0,1830.0,22888.0,30388.0,2.9,11.4,921.864905,0.0,0.0,9.0,BENTON,27009.0,0.866849,4,1.0986122886681098
69,5150.0,MN,MN,27.0,56379,5.0,1.0,0.0,4.0,Y, , 4,3.0,  4,1500.0,1500.0,22888.0,30388.0,2.9,7.3,990.4115539999999,0.0,0.0,9.0,BENTON,27009.0,0.866849,4,1.0986122886681098
70,5151.0,MN,MN,27.0,56225,5.0,1.0,0.0,4.0,Y, , 1,4.0, 21,1300.0,710.0,120287.0,121187.0,7.2,5.3,1088.985661,0.0,0.0,11.0,BIG STONE,27011.0,1.47264,5,1.9878743481543455
71,5152.0,MN,MN,27.0,56225,5.0,1.0,0.0,4.0,Y, , 4,4.0, 36,1400.0,1400.0,122887.0,123087.0,5.0,7.3,1177.377355,0.0,0.0,11.0,BIG STONE,27011.0,1.47264,5,1.62924053973028
72,5153.0,MN,MN,27.0,56225,5.0,1.0,0.0,5.0,Y, , 5,4.0,  4,2300.0,615.0,30388.0,30388.0,2.6,9.3,1105.956867,0.0,0.0,11.0,BIG STONE,27011.0,1.47264,5,0.9932517730102834
73,5154.0,MN,MN,27.0,56001,4.0,1.0,0.0,7.0,Y, , 5,3.0, 31,1730.0,1730.0,10188.0,10188.0,5.0,6.8,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,1.62924053973028
74,5155.0,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, , 2,3.0, 32,2100.0,2100.0,122687.0,122887.0,13.0,3.0,921.864905,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,2.5726122302071057
75,5156.0,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, , 4,3.0, 34,812.0,844.0,123187.0,10188.0,7.2,4.4,990.4115539999999,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,1.9878743481543455
76,5157.0,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, , 3,3.0, 38,1900.0,700.0,31688.0,31988.0,6.8,4.9,1071.318034,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,1.9315214116032136
77,5158.0,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, , 5,3.0, 45,1800.0,1800.0,12688.0,12888.0,12.8,5.4,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,2.5572273113676265
78,5159.0,MN,MN,27.0,56001,4.0,2.0,1.0,3.0,Y, , 1,3.0, 47,1930.0,1930.0,20288.0,20288.0,5.8,5.9,1024.442902,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,1.7749523509116736
79,5160.0,MN,MN,27.0,56001,4.0,1.0,0.0,4.0,Y, , 2,3.0, 47,820.0,1045.0,20288.0,20288.0,9.5,3.8,921.864905,1.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,2.2617630984737906
80,5161.0,MN,MN,27.0,56001,4.0,1.0,0.0,7.0,Y, , 4,3.0, 47,1300.0,1301.0,20288.0,20288.0,6.0,5.6,990.4115539999999,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,1.8082887711792655
81,5162.0,MN,MN,27.0,56001,4.0,1.0,0.0,7.0,Y, , 5,3.0, 48,2010.0,2025.0,20288.0,20288.0,3.8,7.6,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,1.3609765531356006
82,5163.0,MN,MN,27.0,56001,4.0,1.0,1.0,3.0,Y, , 1,3.0,  3,2030.0,2030.0,22788.0,30388.0,14.3,2.9,1024.442902,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,2.667228206581955
83,5164.0,MN,MN,27.0,56010,4.0,1.0,0.0,4.0,Y, , 5,3.0, 22,800.0,800.0,121287.0,121487.0,1.8,13.2,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,0.6418538861723948
84,5165.0,MN,MN,27.0,56055,4.0,1.0,0.0,2.0,Y, , 3,3.0, 28,1230.0,1230.0,121687.0,121887.0,6.9,5.1,1071.318034,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,1.9459101490553132
85,5166.0,MN,MN,27.0,56055,4.0,1.0,0.0,0.0, , , 5,3.0, 38,1300.0,1257.0,10188.0,11188.0,4.7,5.1,893.2374300000001,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,1.5686159179138452
86,5167.0,MN,MN,27.0,56055,4.0,1.0,0.0,4.0,Y, , 1,3.0, 48,1800.0,1800.0,22988.0,30388.0,9.5,4.3,1024.442902,0.0,0.0,13.0,BLUE EARTH,27013.0,1.31208,6,2.2617630984737906
87,5168.0,MN,MN,27.0,56073,4.0,1.0,1.0,0.0,Y, , 2,3.0, 33,715.0,715.0,122987.0,123187.0,2.5,9.8,921.864905,0.0,0.0,15.0,BROWN,27015.0,1.3199299999999998,7,0.9555114450274363
88,5169.0,MN,MN,27.0,56073,4.0,1.0,0.0,4.0,Y, , 1,3.0, 33,730.0,730.0,122787.0,122987.0,6.7,3.9,1024.442902,0.0,0.0,15.0,BROWN,27015.0,1.3199299999999998,7,1.916922612182061
89,5170.0,MN,MN,27.0,56073,4.0,1.0,1.0,3.0,Y, , 3,3.0, 33,830.0,830.0,11188.0,11388.0,4.0,5.4,1071.318034,0.0,0.0,15.0,BROWN,27015.0,1.3199299999999998,7,1.410986973710262
90,5171.0,MN,MN,27.0,56073,4.0,1.0,0.0,2.0,Y, , 5,3.0, 38,1247.0,2221.0,12288.0,12488.0,10.1,5.8,893.2374300000001,0.0,0.0,15.0,BROWN,27015.0,1.3199299999999998,7,2.322387720290225
91,5172.0,MN,MN,27.0,55720,5.0,1.0,0.0,1.0,Y, , 3,4.0, 25,600.0,600.0,10188.0,10188.0,2.2,8.7,1214.922779,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,0.8329091229351041
92,5173.0,MN,MN,27.0,55720,5.0,1.0,0.0,0.0,Y, , 2,4.0, 34,930.0,930.0,10188.0,10188.0,1.8,11.3,1146.49919,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,0.6418538861723948
93,5174.0,MN,MN,27.0,55720,5.0,1.0,0.0,2.0,Y, , 4,4.0, 34,1700.0,1700.0,122287.0,122487.0,3.4,9.6,1177.377355,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,1.252762968495368
94,5175.0,MN,MN,27.0,55720,5.0,1.0,1.0,7.0,Y, , 1,4.0, 37,1400.0,2000.0,121887.0,122087.0,5.6,28.9,1088.985661,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,1.7404661748405044
95,5176.0,MN,MN,27.0,55720,5.0,1.0,0.0,4.0,Y, , 4,2.0, 37,1930.0,1930.0,122687.0,122887.0,4.3,10.8,461.274696,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,1.4816045409242153
96,5177.0,MN,MN,27.0,55720,5.0,1.0,0.0,2.0,Y, , 5,4.0, 48,630.0,630.0,20288.0,20288.0,3.9,8.0,1105.956867,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,1.3862943611198906
97,5178.0,MN,MN,27.0,55733,5.0,1.0,0.0,2.0,Y, , 3,4.0, 23,1620.0,1620.0,121287.0,121487.0,1.3,14.4,1214.922779,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,0.336472236621213
98,5179.0,MN,MN,27.0,55733,5.0,1.0,0.0,2.0,Y, , 2,4.0, 25,1820.0,1845.0,121287.0,121487.0,4.2,6.5,1146.49919,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,1.4586150226995167
99,5180.0,MN,MN,27.0,55757,5.0,1.0,0.0,4.0,Y, , 3,4.0, 22,1730.0,1730.0,121187.0,121487.0,0.8,23.4,1214.922779,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,-0.10536051565782628
100,5181.0,MN,MN,27.0,55797,5.0,1.0,0.0,4.0,Y, , 4,4.0, 46,800.0,800.0,12788.0,12988.0,2.0,16.7,1177.377355,0.0,0.0,17.0,CARLTON,27017.0,0.7172609999999999,8,0.7419373447293773
101,5182.0,MN,MN,27.0,55318,5.0,1.0,0.0,4.0,Y, , 4,4.0, 39,1905.0,1905.0,11888.0,12088.0,1.6,15.9,1177.377355,0.0,0.0,19.0,CARVER,27019.0,1.10061,9,0.5306282510621705
102,5183.0,MN,MN,27.0,55318,5.0,1.0,0.0,4.0,Y, , 1,4.0, 45,1800.0,1800.0,22488.0,22688.0,12.9,3.4,1088.985661,0.0,0.0,19.0,CARVER,27019.0,1.10061,9,2.5649493574615367
103,5184.0,MN,MN,27.0,55318,5.0,1.0,1.0,1.0,Y, , 5,4.0,  2,2130.0,2130.0,22388.0,22588.0,14.7,3.1,1105.956867,0.0,0.0,19.0,CARVER,27019.0,1.10061,9,2.6946271807700692
104,5185.0,MN,MN,27.0,55368,5.0,1.0,1.0,7.0,Y, , 4,4.0, 38,1610.0,1615.0,31588.0,31788.0,4.7,16.0,1177.377355,0.0,0.0,19.0,CARVER,27019.0,1.10061,9,1.5686159179138452
105,5186.0,MN,MN,27.0,55388,5.0,1.0,0.0,4.0,Y, , 4,4.0, 26,1830.0,1830.0,121487.0,121687.0,9.6,5.2,1177.377355,1.0,0.0,19.0,CARVER,27019.0,1.10061,9,2.272125885509337
106,5187.0,MN,MN,27.0,55388,5.0,1.0,1.0,3.0,Y, , 1,4.0, 48,900.0,900.0,20288.0,20288.0,0.0,0.0,1088.985661,0.0,0.0,19.0,CARVER,27019.0,1.10061,9,-2.3025850929940455
107,5188.0,MN,MN,27.0,56401,2.0,1.0,0.0,4.0,Y, , 2,3.0, 39,1300.0,1300.0,11388.0,11588.0,3.7,8.0,921.864905,0.0,0.0,21.0,CASS,27021.0,0.544319,10,1.3350010667323402
108,5189.0,MN,MN,27.0,56433,2.0,1.0,0.0,4.0,Y, , 1,3.0, 29,800.0,800.0,121987.0,122187.0,7.4,6.8,1024.442902,0.0,0.0,21.0,CASS,27021.0,0.544319,10,2.0149030205422647
109,5190.0,MN,MN,27.0,56452,2.0,1.0,0.0,2.0,Y, , 1,3.0, 31,930.0,930.0,10188.0,10188.0,1.9,11.8,1024.442902,0.0,0.0,21.0,CASS,27021.0,0.544319,10,0.6931471805599453
110,5191.0,MN,MN,27.0,56473,2.0,1.0,0.0,7.0,Y, , 1,3.0,  1,1730.0,2030.0,30388.0,30388.0,5.3,6.8,1024.442902,0.0,0.0,21.0,CASS,27021.0,0.544319,10,1.6863989535702286
